Chapter,Prompt,Option A,Option B,Option C,Option D,Correct Answer,Explanation,DOK Level,TEKS,Source,URL of diagram,Alternate Text to describe the image,Environmentally Themed Question?,Description
7.1.1,Gun powder has a chemical formula KNO_3. Which elements are in a molecule of gunpowder?,Sodium,Neon,Osmium,Potassium,D,,2,7.6B,Matt's questions,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6B
7.1.1,Glow in the dark dye sometimes has SrAl2O4. Which element from the list below is in this dye?,Sulfur,Lanthanum,Osmium,Strontium,D,,2,7.6B,Matt's questions,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6B
7.1.1,Which of the following is an example of a physical change in matter?,Melting an ice cube,Rust forming on iron,Burning a piece of paper,Baking a cake,A,"When an ice cube melts, it changes from a solid to a liquid without altering its chemical composition.",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,Which one of the following is an example of a chemical change in matter?,Cutting a piece of wood,Dissolving sugar in water,Digesting food in the stomach,Crushing a rock,C,Digestion involves the breakdown of food molecules into different substances through chemical reactions.,2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,"When a candle burns, what type of change is occurring?",Physical change,Chemical change,Neither,,A,"Burning a candle involves a chemical reaction where wax combines with oxygen to produce heat, light, water vapor, and carbon dioxide.",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,"When water boils and turns into steam, what type of change is occurring?",Physical change,Chemical change,Neither,Both,A,Boiling water is a physical change as it involves a change in state from liquid to gas without altering the chemical composition of water.,2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,"When iron rusts, what type of change is occurring?",Physical change,Chemical change,Neither,,B,"Rusting is a chemical change as it involves the reaction of iron with oxygen to form a new compound, iron oxide (rust).",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,What happens to the atoms during a chemical change?,They are rearranged to form new substances,They remain the same,They are broken apart,They change shape and size,A,"In a chemical change, atoms rearrange to form new substances with different properties.",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,"When a metal melts, what type of change is occurring?",Physical change,Chemical change,Neither,Both,A,"Melting a metal involves a physical change, as it transitions from a solid to a liquid state without altering its chemical composition.",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,What happens to the atoms during a physical change?,They are rearranged to form new substances,They remain the same,They convert to energy,They change shape and size,B,"In a physical change, the atoms remain in the same molecules. The molecules may move closer together or farther apart, but each atom and each molecule remains the same.",2,7.6C,ChatGPT - TEKS,,,,Chapter 7.1.1 -- DOK 2 -- TEKS 7.6C
7.1.1,What role does sunlight play in a tree helping grow it's tall trunk?,It provides the raw material for the trunk,It provides the force to push the water up the trunk,It provides energy for photosynthesis,It has no direct impact on the growth of the trunk,C,"Sunlight powers photosynthesis, which produces glucose. This glucose is used as a building material for the plant, including the trunk.",2,General Chapter Question,ChatGPT - Where does a plant get the material to grow?,,,,Chapter 7.1.1 -- DOK 2 -- TEKS General Chapter Question
7.1.1,Which of the following is NOT a component used by plants to build up their stems?,Carbon Dioxide,Water,Soil minerals,Glucose,C,"While carbon dioxide is used in photosynthesis, it is not a direct component used to build the physical structure of the stem.",3,General Chapter Question,ChatGPT - Where does a plant get the material to grow?,,,,Chapter 7.1.1 -- DOK 3 -- TEKS General Chapter Question
7.1.1,"If a plant is provided with soil, water, and sunlight, but is kept in a sealed chamber with no air, what would most likely happen to the plant?",The plant will grow normally,The plant will not grow at all,"The plant will grow, but slower than usual",The plant will die,D,"In the absence of air, the plant will be unable to perform vital processes like respiration, which is necessary for energy production. This will ultimately lead to the plant's inability to grow.",2,General Chapter Question,ChatGPT - Where does a plant get the material to grow?,,,,Chapter 7.1.1 -- DOK 2 -- TEKS General Chapter Question
7.1.1,Can a plant make glucose without soil?,No. The nutrients in soil are essential ingredients for photosynthesis.,No. Plants use the warmth of the soil to get energy for photosynthesis.,Yes. Plants do not need soil for photosynthesis.,Yes. The soil actually slows photosynthesis.,B,"While plants do gather some minerals necessary for growth from soil, they are not raw ingredients for photosynthesis.",2,General Chapter Question,ChatGPT - Where does a plant get the material to grow?,,,,Chapter 7.1.1 -- DOK 2 -- TEKS General Chapter Question
7.1.2,What is the primary source of energy for the process of photosynthesis?,Water,Carbon Dioxide,Sunlight,Oxygen,C,Sunlight is the main energy source that drives photosynthesis.,2,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,"In the process of cellular respiration, what is formed when glucose and oxygen react?","Carbon Dioxide, Water, and Energy","Carbon Dioxide, Glucose, and Water","Oxygen, Glucose, and Energy",None of the above,A,"Cellular respiration involves the reaction between glucose and oxygen to produce carbon dioxide, water, and energy.",2,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,"What is the main source of energy in our bodies, obtained from the process of digestion?",Glucose,Oxygen,Carbon Dioxide,Water,A,"Glucose, formed during digestion, is the primary source of energy in our bodies.",2,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,What happens to the molecules absorbed into the blood during digestion?,They are carried to the body's cells to produce energy,They are exhaled as waste products,They are stored in the large intestine,None of the above,A,"Absorbed molecules are transported to the body's cells, where they contribute to energy production.",2,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,What are the waste products of cellular respiration that are exhaled in the breath?,Carbon Dioxide and Water,Oxygen and Water,Glucose and Oxygen,None of the above,A,"Our body breaks down glucose into carbon dioxide and water. When we breathe, those are the 'waste products' of the respiration reaction.",2,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,Explain the role of sunlight in the process of photosynthesis at a molecular level.,"Sunlight energizes electrons, allowing them to be transferred during the reactions.",Sunlight provides the necessary heat for the reactions to occur.,Sunlight acts as a catalyst in the formation of glucose.,None of the above.,A,"Sunlight energizes electrons in the photosynthetic process, driving the reactions. This explanation requires a deeper understanding of molecular interactions.",3,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 3 -- TEKS General Chapter Question
7.1.2,"Digestion allows people to store glucose in their bodies that they can use to get energy later. So if the glucose is stored already in their bodies, why do people die so quickly if they can't breathe?",Because they only have a few minutes worth of glucose stored in their bodies,Because cellular respiration gives off oxygen that builds up quickly in the blood,Because they can't extract energy from the glucose without oxygen,Because the glucose is unstable and will break apart quickly without oxygen,C,"People have enough energy stored within their bodies to last for several weeks without eating any more food, but they cannot release that energy to power their bodies without cellular respiration. Respiration requires oxygen, and the body runs out of oxygen in just a few minutes if it can't get any new air.",3,General Chapter Question,ChatGPT - Reading Companion,,,,Chapter 7.1.2 -- DOK 3 -- TEKS General Chapter Question
7.1.2,"On the space station, astronauts breathe in and out. What will happen to the amount of carbon dioxide inside the sealed space station over time?",Carbon dioxide levels will slowly go up.,Carbon dioxide levels will slowly drop.,Carbon dioxide levels will not change at all.,Carbon dioxide will increases with every inhale but will decrease back down with every exhale.,A,"Astronauts breathe out carbon dioxide every time they exhale. Since the container is sealed, the carbon dixoide level will slowly increase.",3,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 3 -- TEKS General Chapter Question
7.1.2,What is one of the products of the chemical reaction in cellular respiration?,Glucose,Carbon Dioxide,Oxygen,None of the above,D,The reactants of cellular respiration are glucose and oxygen. The products are water and carbon dioxide.,1,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 1 -- TEKS General Chapter Question
7.1.2,True or false: The products of photosynthesis are the reactants of cellular respiration,TRUE,FALSE,,,A,The chemical equations for photosynthesis and respiration are basically mirror images. They include the same compounds but the products and reactants are just switched.,2,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,Why doesn't cellular respiration need light energy but photosynthesis does?,Photosynthesis involves chemical changes but respiration does not.,Respiration involves chemical changes but photosynthesis does not.,Photosynthesis releases energy but respiration stores it.,Respiration releases energy but photosynthesis stores it.,D,Photosynthesis takes the energy it absorbs from light and stores that in the chemical bonds of glucose. Respiration releases that energy.,3,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 3 -- TEKS General Chapter Question
7.1.2,Will planting lots of trees change the amount of carbon dioxide in the atmosphere?,"Yes, trees will take carbon dioxide out of the air as they grow.","Yes, trees will add carbon dioxide to the air as they grow.","No, trees will not affect carbon dioxide in the air.",,A,Trees take in carbon dioxide during photosynthesis and rearrange the atoms to make molecules like glucose. They then use the glucose as a building block for their growth.,3,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 3 -- TEKS General Chapter Question
7.1.2,What happens to the water and carbon dioxide produced during cellular respiration?,It's stored in the cells for later use.,It gets exhaled.,It undergoes a chemical change and breaks apart.,It is used as the raw material for growth.,B,Carbon dioxide and water are waste products from cellular respiration. Animals exhale them and plants release them into the air.,2,General Chapter Question,Matt's questions,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
7.1.2,Why do animals need to consume plants or other organisms to obtain energy?,Animals cannot produce their own food through photosynthesis.,Animals cannot obtain the necessary reactants for cellular respiration.,The skin and fur of animals blocks sunlight which prevents photosynthesis.,It is more efficient to get energy from other organisms than to conduct photosynthesis.,A,"Unlike plants, animals do not have the ability to produce their own food through photosynthesis, so they rely on consuming other organisms to obtain the energy they need.",2,General Chapter Question,ChatGPT - variant on previous questions,,,,Chapter 7.1.2 -- DOK 2 -- TEKS General Chapter Question
